month,name,format_id
2021-04-01,gen8doublesuu,64
2021-04-01,gen8lc,60
2021-04-01,gen8monotype,61
2021-04-01,gen8nationaldex,66
2021-04-01,gen8nationaldexag,65
2021-04-01,gen8nu,58
2021-04-01,gen8ou,55
2021-04-01,gen8pu,59
2021-04-01,gen8ru,57
2021-04-01,gen8ubers,54
2021-04-01,gen8uu,56
2021-04-01,gen8vgc2021,68
2021-05-01,gen1ou,2
2021-05-01,gen2ou,5
2021-05-01,gen3ou,8
2021-05-01,gen4lc,13
2021-05-01,gen4ou,11
2021-05-01,gen5ou,15
2021-05-01,gen6ou,23
2021-05-01,gen6uu,24
2021-05-01,gen7anythinggoes,36
2021-05-01,gen7doublesou,46
2021-05-01,gen7monotype,44
2021-05-01,gen7ou,38
2021-05-01,gen7ubers,37
2021-05-01,gen8anythinggoes,53
2021-05-01,gen8doublesou,63
2021-05-01,gen8doublesubers,62
2021-05-01,gen8doublesuu,64
2021-05-01,gen8lc,60
2021-05-01,gen8monotype,61
2021-05-01,gen8nationaldex,66
2021-05-01,gen8nationaldexag,65
2021-05-01,gen8nu,58
2021-05-01,gen8ou,55
2021-05-01,gen8pu,59
2021-05-01,gen8ru,57
2021-05-01,gen8ubers,54
2021-05-01,gen8uu,56
2021-05-01,gen8vgc2021series9,68
2021-06-01,gen1ou,2
2021-06-01,gen1ubers,1
2021-06-01,gen2ou,5
2021-06-01,gen3ou,8
2021-06-01,gen4ou,11
2021-06-01,gen5ou,15
2021-06-01,gen6ou,23
2021-06-01,gen7anythinggoes,36
2021-06-01,gen7doublesou,46
2021-06-01,gen7ou,38
2021-06-01,gen7ubers,37
2021-06-01,gen7uu,39
2021-06-01,gen8anythinggoes,53
2021-06-01,gen8doublesou,63
2021-06-01,gen8doublesubers,62
2021-06-01,gen8doublesuu,64
2021-06-01,gen8lc,60
2021-06-01,gen8monotype,61
2021-06-01,gen8nationaldex,66
2021-06-01,gen8nationaldexag,65
2021-06-01,gen8nu,58
2021-06-01,gen8ou,55
2021-06-01,gen8pu,59
2021-06-01,gen8ru,57
2021-06-01,gen8ubers,54
2021-06-01,gen8uu,56
2021-06-01,gen8vgc2021series9,68
2021-07-01,gen1ou,2
2021-07-01,gen2ou,5
2021-07-01,gen2ubers,4
2021-07-01,gen3ou,8
2021-07-01,gen4ou,11
2021-07-01,gen5ou,15
2021-07-01,gen5ru,17
2021-07-01,gen6ou,23
2021-07-01,gen7anythinggoes,36
2021-07-01,gen7doublesou,46
2021-07-01,gen7ou,38
2021-07-01,gen7ubers,37
2021-07-01,gen7uu,39
2021-07-01,gen8anythinggoes,53
2021-07-01,gen8doublesou,63
2021-07-01,gen8doublesubers,62
2021-07-01,gen8doublesuu,64
2021-07-01,gen8lc,60
2021-07-01,gen8monotype,61
2021-07-01,gen8nationaldex,66
2021-07-01,gen8nationaldexag,65
2021-07-01,gen8nu,58
2021-07-01,gen8ou,55
2021-07-01,gen8pu,59
2021-07-01,gen8ru,57
2021-07-01,gen8ubers,54
2021-07-01,gen8uu,56
2021-07-01,gen8vgc2021series10,68
2021-08-01,gen1ou,2
2021-08-01,gen2ou,5
2021-08-01,gen3ou,8
2021-08-01,gen3ubers,7
2021-08-01,gen4ou,11
2021-08-01,gen4uu,12
2021-08-01,gen5ou,15
2021-08-01,gen6ou,23
2021-08-01,gen7anythinggoes,36
2021-08-01,gen7doublesou,46
2021-08-01,gen7ou,38
2021-08-01,gen7ubers,37
2021-08-01,gen8anythinggoes,53
2021-08-01,gen8doublesou,63
2021-08-01,gen8doublesubers,62
2021-08-01,gen8doublesuu,64
2021-08-01,gen8lc,60
2021-08-01,gen8monotype,61
2021-08-01,gen8nationaldex,66
2021-08-01,gen8nationaldexag,65
2021-08-01,gen8nu,58
2021-08-01,gen8ou,55
2021-08-01,gen8pu,59
2021-08-01,gen8ru,57
2021-08-01,gen8ubers,54
2021-08-01,gen8uu,56
2021-08-01,gen8vgc2021series10,68
2021-09-01,gen1ou,2
2021-09-01,gen2ou,5
2021-09-01,gen3ou,8
2021-09-01,gen4ou,11
2021-09-01,gen4ubers,10
2021-09-01,gen5ou,15
2021-09-01,gen6ou,23
2021-09-01,gen7anythinggoes,36
2021-09-01,gen7doublesou,46
2021-09-01,gen7ou,38
2021-09-01,gen7ubers,37
2021-09-01,gen8anythinggoes,53
2021-09-01,gen8doublesou,63
2021-09-01,gen8doublesubers,62
2021-09-01,gen8doublesuu,64
2021-09-01,gen8lc,60
2021-09-01,gen8monotype,61
2021-09-01,gen8nationaldex,66
2021-09-01,gen8nationaldexag,65
2021-09-01,gen8nu,58
2021-09-01,gen8ou,55
2021-09-01,gen8pu,59
2021-09-01,gen8ru,57
2021-09-01,gen8ubers,54
2021-09-01,gen8uu,56
2021-09-01,gen8vgc2021series10,68
2021-10-01,gen1ou,2
2021-10-01,gen2ou,5
2021-10-01,gen3ou,8
2021-10-01,gen4ou,11
2021-10-01,gen4ubers,10
2021-10-01,gen5ou,15
2021-10-01,gen5ubers,14
2021-10-01,gen6ou,23
2021-10-01,gen7anythinggoes,36
2021-10-01,gen7doublesou,46
2021-10-01,gen7ou,38
2021-10-01,gen7pu,42
2021-10-01,gen7ubers,37
2021-10-01,gen8anythinggoes,53
2021-10-01,gen8doublesou,63
2021-10-01,gen8doublesubers,62
2021-10-01,gen8doublesuu,64
2021-10-01,gen8lc,60
2021-10-01,gen8monotype,61
2021-10-01,gen8nationaldex,66
2021-10-01,gen8nationaldexag,65
2021-10-01,gen8nu,58
2021-10-01,gen8ou,55
2021-10-01,gen8pu,59
2021-10-01,gen8ru,57
2021-10-01,gen8ubers,54
2021-10-01,gen8uu,56
2021-10-01,gen8vgc2021series10,68
2021-11-01,gen1ou,2
2021-11-01,gen2ou,5
2021-11-01,gen3ou,8
2021-11-01,gen4ou,11
2021-11-01,gen4uu,12
2021-11-01,gen5ou,15
2021-11-01,gen5ubers,14
2021-11-01,gen6ou,23
2021-11-01,gen6ubers,22
2021-11-01,gen7anythinggoes,36
2021-11-01,gen7doublesou,46
2021-11-01,gen7ou,38
2021-11-01,gen7ubers,37
2021-11-01,gen8anythinggoes,53
2021-11-01,gen8doublesou,63
2021-11-01,gen8doublesubers,62
2021-11-01,gen8doublesuu,64
2021-11-01,gen8lc,60
2021-11-01,gen8monotype,61
2021-11-01,gen8nationaldex,66
2021-11-01,gen8nationaldexag,65
2021-11-01,gen8nu,58
2021-11-01,gen8ou,55
2021-11-01,gen8pu,59
2021-11-01,gen8ru,57
2021-11-01,gen8ubers,54
2021-11-01,gen8uu,56
2021-11-01,gen8vgc2021series11,68
